,task,gt_path,obj_id,n_pos
36,Task10_Colon,Task10_Colon/labelsTr/colon_005.nii.gz,1.0,12
37,Task10_Colon,Task10_Colon/labelsTr/colon_103.nii.gz,1.0,12
38,Task10_Colon,Task10_Colon/labelsTr/colon_041.nii.gz,1.0,8
39,Task10_Colon,Task10_Colon/labelsTr/colon_088.nii.gz,1.0,7
40,Task10_Colon,Task10_Colon/labelsTr/colon_154.nii.gz,1.0,7
41,Task10_Colon,Task10_Colon/labelsTr/colon_155.nii.gz,1.0,11
42,Task10_Colon,Task10_Colon/labelsTr/colon_115.nii.gz,1.0,8
43,Task10_Colon,Task10_Colon/labelsTr/colon_157.nii.gz,1.0,11
44,Task10_Colon,Task10_Colon/labelsTr/colon_033.nii.gz,1.0,27
45,Task10_Colon,Task10_Colon/labelsTr/colon_207.nii.gz,1.0,15
46,Task10_Colon,Task10_Colon/labelsTr/colon_054.nii.gz,1.0,4
47,Task10_Colon,Task10_Colon/labelsTr/colon_144.nii.gz,1.0,6
48,Task10_Colon,Task10_Colon/labelsTr/colon_065.nii.gz,1.0,13
49,Task10_Colon,Task10_Colon/labelsTr/colon_051.nii.gz,1.0,11
50,Task10_Colon,Task10_Colon/labelsTr/colon_050.nii.gz,1.0,35
51,Task10_Colon,Task10_Colon/labelsTr/colon_104.nii.gz,1.0,3
52,Task10_Colon,Task10_Colon/labelsTr/colon_112.nii.gz,1.0,13
53,Task10_Colon,Task10_Colon/labelsTr/colon_164.nii.gz,1.0,7
54,Task10_Colon,Task10_Colon/labelsTr/colon_193.nii.gz,1.0,14
55,Task10_Colon,Task10_Colon/labelsTr/colon_214.nii.gz,1.0,4
56,Task10_Colon,Task10_Colon/labelsTr/colon_074.nii.gz,1.0,13
57,Task10_Colon,Task10_Colon/labelsTr/colon_081.nii.gz,1.0,14
58,Task10_Colon,Task10_Colon/labelsTr/colon_196.nii.gz,1.0,5
59,Task10_Colon,Task10_Colon/labelsTr/colon_006.nii.gz,1.0,4
60,Task10_Colon,Task10_Colon/labelsTr/colon_030.nii.gz,1.0,16
61,Task10_Colon,Task10_Colon/labelsTr/colon_029.nii.gz,1.0,15
62,Task10_Colon,Task10_Colon/labelsTr/colon_205.nii.gz,1.0,6
63,Task10_Colon,Task10_Colon/labelsTr/colon_089.nii.gz,1.0,3
64,Task10_Colon,Task10_Colon/labelsTr/colon_107.nii.gz,1.0,10
65,Task10_Colon,Task10_Colon/labelsTr/colon_053.nii.gz,1.0,8
66,Task10_Colon,Task10_Colon/labelsTr/colon_165.nii.gz,1.0,7
67,Task10_Colon,Task10_Colon/labelsTr/colon_059.nii.gz,1.0,7
68,Task10_Colon,Task10_Colon/labelsTr/colon_099.nii.gz,1.0,13
69,Task10_Colon,Task10_Colon/labelsTr/colon_137.nii.gz,1.0,10
70,Task10_Colon,Task10_Colon/labelsTr/colon_218.nii.gz,1.0,7
71,Task10_Colon,Task10_Colon/labelsTr/colon_022.nii.gz,1.0,10
72,Task10_Colon,Task10_Colon/labelsTr/colon_149.nii.gz,1.0,12
73,Task10_Colon,Task10_Colon/labelsTr/colon_219.nii.gz,1.0,21
74,Task10_Colon,Task10_Colon/labelsTr/colon_027.nii.gz,1.0,12
75,Task10_Colon,Task10_Colon/labelsTr/colon_202.nii.gz,1.0,11
76,Task10_Colon,Task10_Colon/labelsTr/colon_162.nii.gz,1.0,4
77,Task10_Colon,Task10_Colon/labelsTr/colon_117.nii.gz,1.0,12
78,Task10_Colon,Task10_Colon/labelsTr/colon_106.nii.gz,1.0,5
79,Task10_Colon,Task10_Colon/labelsTr/colon_148.nii.gz,1.0,12
80,Task10_Colon,Task10_Colon/labelsTr/colon_095.nii.gz,1.0,3
81,Task10_Colon,Task10_Colon/labelsTr/colon_217.nii.gz,1.0,6
82,Task10_Colon,Task10_Colon/labelsTr/colon_138.nii.gz,1.0,7
83,Task10_Colon,Task10_Colon/labelsTr/colon_025.nii.gz,1.0,5
84,Task10_Colon,Task10_Colon/labelsTr/colon_168.nii.gz,1.0,5
85,Task10_Colon,Task10_Colon/labelsTr/colon_086.nii.gz,1.0,13
86,Task10_Colon,Task10_Colon/labelsTr/colon_039.nii.gz,1.0,15
87,Task10_Colon,Task10_Colon/labelsTr/colon_169.nii.gz,1.0,11
88,Task10_Colon,Task10_Colon/labelsTr/colon_185.nii.gz,1.0,16
89,Task10_Colon,Task10_Colon/labelsTr/colon_124.nii.gz,1.0,15
90,Task10_Colon,Task10_Colon/labelsTr/colon_072.nii.gz,1.0,16
91,Task10_Colon,Task10_Colon/labelsTr/colon_096.nii.gz,1.0,5
92,Task10_Colon,Task10_Colon/labelsTr/colon_126.nii.gz,1.0,9
93,Task10_Colon,Task10_Colon/labelsTr/colon_175.nii.gz,1.0,9
94,Task10_Colon,Task10_Colon/labelsTr/colon_069.nii.gz,1.0,18
95,Task10_Colon,Task10_Colon/labelsTr/colon_100.nii.gz,1.0,10
96,Task10_Colon,Task10_Colon/labelsTr/colon_201.nii.gz,1.0,13
97,Task10_Colon,Task10_Colon/labelsTr/colon_012.nii.gz,1.0,12
98,Task10_Colon,Task10_Colon/labelsTr/colon_141.nii.gz,1.0,8
99,Task10_Colon,Task10_Colon/labelsTr/colon_206.nii.gz,1.0,6
