,task,gt_path,obj_id,n_pos
34,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_372.nii.gz,1,41
35,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_372.nii.gz,2,15
36,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_137.nii.gz,1,36
37,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_137.nii.gz,2,9
38,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_229.nii.gz,1,31
39,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_229.nii.gz,2,8
40,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_291.nii.gz,1,34
41,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_291.nii.gz,2,9
42,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_042.nii.gz,1,16
43,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_042.nii.gz,2,8
44,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_385.nii.gz,1,20
45,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_385.nii.gz,2,9
46,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_209.nii.gz,1,45
47,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_209.nii.gz,2,11
48,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_409.nii.gz,1,147
49,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_409.nii.gz,2,103
50,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_277.nii.gz,1,32
51,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_277.nii.gz,2,9
52,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_235.nii.gz,1,37
53,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_235.nii.gz,2,7
54,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_295.nii.gz,1,33
55,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_295.nii.gz,2,8
56,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_334.nii.gz,1,26
57,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_334.nii.gz,2,3
58,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_262.nii.gz,1,32
59,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_262.nii.gz,2,11
60,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_343.nii.gz,1,28
61,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_343.nii.gz,2,3
62,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_302.nii.gz,1,37
63,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_302.nii.gz,2,9
64,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_061.nii.gz,1,35
65,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_061.nii.gz,2,10
66,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_102.nii.gz,1,34
67,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_102.nii.gz,2,5
68,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_094.nii.gz,1,43
69,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_094.nii.gz,2,11
70,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_099.nii.gz,1,14
71,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_099.nii.gz,2,5
72,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_160.nii.gz,1,27
73,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_160.nii.gz,2,11
74,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_064.nii.gz,1,41
75,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_064.nii.gz,2,19
76,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_326.nii.gz,1,28
77,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_326.nii.gz,2,7
78,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_323.nii.gz,1,34
79,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_323.nii.gz,2,6
80,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_010.nii.gz,1,73
81,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_010.nii.gz,2,36
82,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_234.nii.gz,1,30
83,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_234.nii.gz,2,16
84,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_301.nii.gz,1,20
85,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_301.nii.gz,2,8
86,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_351.nii.gz,1,25
87,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_351.nii.gz,2,6
88,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_081.nii.gz,1,14
89,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_081.nii.gz,2,4
90,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_052.nii.gz,1,27
91,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_052.nii.gz,2,7
92,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_122.nii.gz,1,31
93,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_122.nii.gz,2,11
94,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_299.nii.gz,1,30
95,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_299.nii.gz,2,7
96,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_286.nii.gz,1,36
97,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_286.nii.gz,2,7
98,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_249.nii.gz,1,34
99,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_249.nii.gz,2,8
100,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_331.nii.gz,1,36
101,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_331.nii.gz,2,8
102,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_173.nii.gz,1,41
103,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_173.nii.gz,2,7
104,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_311.nii.gz,1,27
105,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_311.nii.gz,2,8
106,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_312.nii.gz,1,23
107,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_312.nii.gz,2,8
108,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_253.nii.gz,1,27
109,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_253.nii.gz,2,7
110,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_135.nii.gz,1,20
111,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_135.nii.gz,2,6
112,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_051.nii.gz,1,36
113,Task07_Pancreas,Task07_Pancreas/labelsTs/pancreas_051.nii.gz,2,6
