,task,gt_path,obj_id,n_pos
68,Task03_Liver,Task03_Liver/labelsTr/liver_8.nii.gz,1,179
69,Task03_Liver,Task03_Liver/labelsTr/liver_8.nii.gz,2,81
70,Task03_Liver,Task03_Liver/labelsTr/liver_106.nii.gz,1,168
71,Task03_Liver,Task03_Liver/labelsTr/liver_129.nii.gz,1,277
72,Task03_Liver,Task03_Liver/labelsTr/liver_129.nii.gz,2,226
73,Task03_Liver,Task03_Liver/labelsTr/liver_43.nii.gz,1,113
74,Task03_Liver,Task03_Liver/labelsTr/liver_43.nii.gz,2,15
75,Task03_Liver,Task03_Liver/labelsTr/liver_130.nii.gz,1,241
76,Task03_Liver,Task03_Liver/labelsTr/liver_130.nii.gz,2,199
77,Task03_Liver,Task03_Liver/labelsTr/liver_85.nii.gz,1,276
78,Task03_Liver,Task03_Liver/labelsTr/liver_85.nii.gz,2,34
79,Task03_Liver,Task03_Liver/labelsTr/liver_114.nii.gz,1,215
80,Task03_Liver,Task03_Liver/labelsTr/liver_81.nii.gz,1,111
81,Task03_Liver,Task03_Liver/labelsTr/liver_81.nii.gz,2,14
82,Task03_Liver,Task03_Liver/labelsTr/liver_14.nii.gz,1,139
83,Task03_Liver,Task03_Liver/labelsTr/liver_14.nii.gz,2,16
84,Task03_Liver,Task03_Liver/labelsTr/liver_38.nii.gz,1,96
85,Task03_Liver,Task03_Liver/labelsTr/liver_67.nii.gz,1,79
86,Task03_Liver,Task03_Liver/labelsTr/liver_67.nii.gz,2,5
87,Task03_Liver,Task03_Liver/labelsTr/liver_57.nii.gz,1,149
88,Task03_Liver,Task03_Liver/labelsTr/liver_57.nii.gz,2,22
89,Task03_Liver,Task03_Liver/labelsTr/liver_21.nii.gz,1,175
90,Task03_Liver,Task03_Liver/labelsTr/liver_21.nii.gz,2,68
91,Task03_Liver,Task03_Liver/labelsTr/liver_58.nii.gz,1,83
92,Task03_Liver,Task03_Liver/labelsTr/liver_58.nii.gz,2,17
93,Task03_Liver,Task03_Liver/labelsTr/liver_97.nii.gz,1,232
94,Task03_Liver,Task03_Liver/labelsTr/liver_97.nii.gz,2,190
95,Task03_Liver,Task03_Liver/labelsTr/liver_27.nii.gz,1,229
96,Task03_Liver,Task03_Liver/labelsTr/liver_27.nii.gz,2,144
97,Task03_Liver,Task03_Liver/labelsTr/liver_40.nii.gz,1,90
98,Task03_Liver,Task03_Liver/labelsTr/liver_40.nii.gz,2,54
99,Task03_Liver,Task03_Liver/labelsTr/liver_112.nii.gz,1,191
100,Task03_Liver,Task03_Liver/labelsTr/liver_112.nii.gz,2,27
101,Task03_Liver,Task03_Liver/labelsTr/liver_86.nii.gz,1,280
102,Task03_Liver,Task03_Liver/labelsTr/liver_86.nii.gz,2,49
103,Task03_Liver,Task03_Liver/labelsTr/liver_111.nii.gz,1,233
104,Task03_Liver,Task03_Liver/labelsTr/liver_111.nii.gz,2,93
105,Task03_Liver,Task03_Liver/labelsTr/liver_23.nii.gz,1,116
106,Task03_Liver,Task03_Liver/labelsTr/liver_23.nii.gz,2,32
107,Task03_Liver,Task03_Liver/labelsTr/liver_62.nii.gz,1,89
108,Task03_Liver,Task03_Liver/labelsTr/liver_62.nii.gz,2,13
109,Task03_Liver,Task03_Liver/labelsTr/liver_107.nii.gz,1,248
110,Task03_Liver,Task03_Liver/labelsTr/liver_107.nii.gz,2,72
111,Task03_Liver,Task03_Liver/labelsTr/liver_11.nii.gz,1,167
112,Task03_Liver,Task03_Liver/labelsTr/liver_11.nii.gz,2,53
113,Task03_Liver,Task03_Liver/labelsTr/liver_0.nii.gz,1,29
114,Task03_Liver,Task03_Liver/labelsTr/liver_0.nii.gz,2,16
115,Task03_Liver,Task03_Liver/labelsTr/liver_80.nii.gz,1,76
116,Task03_Liver,Task03_Liver/labelsTr/liver_80.nii.gz,2,30
117,Task03_Liver,Task03_Liver/labelsTr/liver_87.nii.gz,1,215
118,Task03_Liver,Task03_Liver/labelsTr/liver_33.nii.gz,1,96
119,Task03_Liver,Task03_Liver/labelsTr/liver_33.nii.gz,2,78
120,Task03_Liver,Task03_Liver/labelsTr/liver_115.nii.gz,1,186
121,Task03_Liver,Task03_Liver/labelsTr/liver_48.nii.gz,1,69
122,Task03_Liver,Task03_Liver/labelsTr/liver_48.nii.gz,2,27
123,Task03_Liver,Task03_Liver/labelsTr/liver_119.nii.gz,1,132
124,Task03_Liver,Task03_Liver/labelsTr/liver_69.nii.gz,1,96
125,Task03_Liver,Task03_Liver/labelsTr/liver_69.nii.gz,2,10
126,Task03_Liver,Task03_Liver/labelsTr/liver_93.nii.gz,1,234
127,Task03_Liver,Task03_Liver/labelsTr/liver_93.nii.gz,2,199
128,Task03_Liver,Task03_Liver/labelsTr/liver_126.nii.gz,1,113
129,Task03_Liver,Task03_Liver/labelsTr/liver_126.nii.gz,2,15
130,Task03_Liver,Task03_Liver/labelsTr/liver_54.nii.gz,1,29
131,Task03_Liver,Task03_Liver/labelsTr/liver_54.nii.gz,2,4
132,Task03_Liver,Task03_Liver/labelsTr/liver_108.nii.gz,1,205
133,Task03_Liver,Task03_Liver/labelsTr/liver_108.nii.gz,2,202
134,Task03_Liver,Task03_Liver/labelsTr/liver_94.nii.gz,1,251
135,Task03_Liver,Task03_Liver/labelsTr/liver_94.nii.gz,2,119
136,Task03_Liver,Task03_Liver/labelsTr/liver_20.nii.gz,1,194
137,Task03_Liver,Task03_Liver/labelsTr/liver_20.nii.gz,2,22
138,Task03_Liver,Task03_Liver/labelsTr/liver_74.nii.gz,1,32
139,Task03_Liver,Task03_Liver/labelsTr/liver_74.nii.gz,2,10
140,Task03_Liver,Task03_Liver/labelsTr/liver_10.nii.gz,1,181
141,Task03_Liver,Task03_Liver/labelsTr/liver_10.nii.gz,2,81
142,Task03_Liver,Task03_Liver/labelsTr/liver_19.nii.gz,1,188
143,Task03_Liver,Task03_Liver/labelsTr/liver_19.nii.gz,2,48
144,Task03_Liver,Task03_Liver/labelsTr/liver_65.nii.gz,1,201
145,Task03_Liver,Task03_Liver/labelsTr/liver_65.nii.gz,2,10
146,Task03_Liver,Task03_Liver/labelsTr/liver_56.nii.gz,1,91
147,Task03_Liver,Task03_Liver/labelsTr/liver_56.nii.gz,2,66
148,Task03_Liver,Task03_Liver/labelsTr/liver_110.nii.gz,1,189
149,Task03_Liver,Task03_Liver/labelsTr/liver_110.nii.gz,2,130
150,Task03_Liver,Task03_Liver/labelsTr/liver_117.nii.gz,1,260
151,Task03_Liver,Task03_Liver/labelsTr/liver_117.nii.gz,2,245
152,Task03_Liver,Task03_Liver/labelsTr/liver_120.nii.gz,1,120
153,Task03_Liver,Task03_Liver/labelsTr/liver_120.nii.gz,2,52
154,Task03_Liver,Task03_Liver/labelsTr/liver_77.nii.gz,1,36
155,Task03_Liver,Task03_Liver/labelsTr/liver_77.nii.gz,2,8
156,Task03_Liver,Task03_Liver/labelsTr/liver_6.nii.gz,1,186
157,Task03_Liver,Task03_Liver/labelsTr/liver_6.nii.gz,2,92
158,Task03_Liver,Task03_Liver/labelsTr/liver_44.nii.gz,1,113
159,Task03_Liver,Task03_Liver/labelsTr/liver_44.nii.gz,2,36
160,Task03_Liver,Task03_Liver/labelsTr/liver_82.nii.gz,1,170
161,Task03_Liver,Task03_Liver/labelsTr/liver_82.nii.gz,2,60
162,Task03_Liver,Task03_Liver/labelsTr/liver_84.nii.gz,1,258
163,Task03_Liver,Task03_Liver/labelsTr/liver_84.nii.gz,2,220
164,Task03_Liver,Task03_Liver/labelsTr/liver_3.nii.gz,1,169
165,Task03_Liver,Task03_Liver/labelsTr/liver_3.nii.gz,2,15
166,Task03_Liver,Task03_Liver/labelsTr/liver_121.nii.gz,1,113
167,Task03_Liver,Task03_Liver/labelsTr/liver_121.nii.gz,2,16
168,Task03_Liver,Task03_Liver/labelsTr/liver_122.nii.gz,1,118
169,Task03_Liver,Task03_Liver/labelsTr/liver_122.nii.gz,2,64
170,Task03_Liver,Task03_Liver/labelsTr/liver_5.nii.gz,1,176
171,Task03_Liver,Task03_Liver/labelsTr/liver_5.nii.gz,2,11
172,Task03_Liver,Task03_Liver/labelsTr/liver_15.nii.gz,1,133
173,Task03_Liver,Task03_Liver/labelsTr/liver_15.nii.gz,2,12
174,Task03_Liver,Task03_Liver/labelsTr/liver_100.nii.gz,1,276
175,Task03_Liver,Task03_Liver/labelsTr/liver_100.nii.gz,2,235
176,Task03_Liver,Task03_Liver/labelsTr/liver_89.nii.gz,1,193
177,Task03_Liver,Task03_Liver/labelsTr/liver_63.nii.gz,1,37
178,Task03_Liver,Task03_Liver/labelsTr/liver_63.nii.gz,2,7
179,Task03_Liver,Task03_Liver/labelsTr/liver_101.nii.gz,1,259
180,Task03_Liver,Task03_Liver/labelsTr/liver_101.nii.gz,2,192
181,Task03_Liver,Task03_Liver/labelsTr/liver_53.nii.gz,1,44
182,Task03_Liver,Task03_Liver/labelsTr/liver_53.nii.gz,2,10
183,Task03_Liver,Task03_Liver/labelsTr/liver_12.nii.gz,1,189
184,Task03_Liver,Task03_Liver/labelsTr/liver_12.nii.gz,2,9
185,Task03_Liver,Task03_Liver/labelsTr/liver_41.nii.gz,1,104
186,Task03_Liver,Task03_Liver/labelsTr/liver_64.nii.gz,1,104
187,Task03_Liver,Task03_Liver/labelsTr/liver_64.nii.gz,2,38
188,Task03_Liver,Task03_Liver/labelsTr/liver_59.nii.gz,1,77
189,Task03_Liver,Task03_Liver/labelsTr/liver_59.nii.gz,2,4
190,Task03_Liver,Task03_Liver/labelsTr/liver_36.nii.gz,1,89
191,Task03_Liver,Task03_Liver/labelsTr/liver_36.nii.gz,2,30
192,Task03_Liver,Task03_Liver/labelsTr/liver_1.nii.gz,1,28
193,Task03_Liver,Task03_Liver/labelsTr/liver_1.nii.gz,2,18
194,Task03_Liver,Task03_Liver/labelsTr/liver_13.nii.gz,1,142
195,Task03_Liver,Task03_Liver/labelsTr/liver_13.nii.gz,2,63
196,Task03_Liver,Task03_Liver/labelsTr/liver_37.nii.gz,1,99
197,Task03_Liver,Task03_Liver/labelsTr/liver_37.nii.gz,2,48
