,task,gt_path,obj_id,n_pos
38,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_032.nii.gz,1,25
39,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_032.nii.gz,2,5
40,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_092.nii.gz,1,14
41,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_092.nii.gz,2,4
42,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_285.nii.gz,1,27
43,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_285.nii.gz,2,5
44,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_109.nii.gz,1,27
45,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_109.nii.gz,2,4
46,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_140.nii.gz,1,12
47,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_140.nii.gz,2,5
48,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_207.nii.gz,1,34
49,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_207.nii.gz,2,6
50,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_070.nii.gz,1,39
51,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_070.nii.gz,2,20
52,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_379.nii.gz,1,62
53,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_379.nii.gz,2,19
54,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_025.nii.gz,1,31
55,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_025.nii.gz,2,13
56,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_421.nii.gz,1,53
57,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_421.nii.gz,2,11
58,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_355.nii.gz,1,12
59,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_355.nii.gz,2,6
60,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_347.nii.gz,1,36
61,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_347.nii.gz,2,3
62,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_213.nii.gz,1,34
63,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_213.nii.gz,2,13
64,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_402.nii.gz,1,32
65,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_402.nii.gz,2,5
66,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_186.nii.gz,1,21
67,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_186.nii.gz,2,4
68,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_362.nii.gz,1,16
69,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_362.nii.gz,2,5
70,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_244.nii.gz,1,38
71,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_244.nii.gz,2,8
72,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_354.nii.gz,1,13
73,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_354.nii.gz,2,5
74,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_211.nii.gz,1,36
75,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_211.nii.gz,2,11
76,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_298.nii.gz,1,26
77,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_298.nii.gz,2,12
78,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_165.nii.gz,1,32
79,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_165.nii.gz,2,3
80,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_225.nii.gz,1,28
81,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_225.nii.gz,2,6
82,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_378.nii.gz,1,27
83,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_378.nii.gz,2,4
84,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_305.nii.gz,1,29
85,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_305.nii.gz,2,7
86,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_114.nii.gz,1,39
87,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_114.nii.gz,2,8
88,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_399.nii.gz,1,19
89,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_399.nii.gz,2,8
90,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_018.nii.gz,1,33
91,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_018.nii.gz,2,8
92,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_387.nii.gz,1,18
93,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_387.nii.gz,2,12
94,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_077.nii.gz,1,32
95,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_077.nii.gz,2,11
96,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_333.nii.gz,1,36
97,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_333.nii.gz,2,10
98,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_210.nii.gz,1,36
99,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_210.nii.gz,2,9
100,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_227.nii.gz,1,36
101,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_227.nii.gz,2,8
102,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_198.nii.gz,1,25
103,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_198.nii.gz,2,11
104,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_029.nii.gz,1,40
105,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_029.nii.gz,2,7
106,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_087.nii.gz,1,20
107,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_087.nii.gz,2,6
108,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_297.nii.gz,1,39
109,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_297.nii.gz,2,9
110,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_203.nii.gz,1,29
111,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_203.nii.gz,2,5
112,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_406.nii.gz,1,31
113,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_406.nii.gz,2,6
114,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_172.nii.gz,1,40
115,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_172.nii.gz,2,4
116,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_048.nii.gz,1,27
117,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_048.nii.gz,2,14
118,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_270.nii.gz,1,31
119,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_270.nii.gz,2,11
120,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_241.nii.gz,1,35
121,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_241.nii.gz,2,10
122,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_264.nii.gz,1,29
123,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_264.nii.gz,2,11
124,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_320.nii.gz,1,27
125,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_320.nii.gz,2,7
126,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_080.nii.gz,1,27
127,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_080.nii.gz,2,13
128,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_358.nii.gz,1,12
129,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_358.nii.gz,2,3
130,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_336.nii.gz,1,29
131,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_336.nii.gz,2,7
132,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_155.nii.gz,1,26
133,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_155.nii.gz,2,9
134,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_247.nii.gz,1,33
135,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_247.nii.gz,2,6
136,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_170.nii.gz,1,37
137,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_170.nii.gz,2,5
138,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_321.nii.gz,1,33
139,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_321.nii.gz,2,4
140,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_066.nii.gz,1,18
141,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_066.nii.gz,2,6
142,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_365.nii.gz,1,23
143,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_365.nii.gz,2,10
144,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_239.nii.gz,1,20
145,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_239.nii.gz,2,7
146,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_178.nii.gz,1,27
147,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_178.nii.gz,2,7
148,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_413.nii.gz,1,30
149,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_413.nii.gz,2,8
150,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_071.nii.gz,1,14
151,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_071.nii.gz,2,11
152,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_086.nii.gz,1,37
153,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_086.nii.gz,2,5
154,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_181.nii.gz,1,33
155,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_181.nii.gz,2,10
156,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_078.nii.gz,1,36
157,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_078.nii.gz,2,4
158,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_194.nii.gz,1,51
159,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_194.nii.gz,2,11
160,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_016.nii.gz,1,31
161,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_016.nii.gz,2,6
162,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_284.nii.gz,1,37
163,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_284.nii.gz,2,8
164,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_182.nii.gz,1,25
165,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_182.nii.gz,2,19
166,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_175.nii.gz,1,35
167,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_175.nii.gz,2,7
168,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_113.nii.gz,1,24
169,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_113.nii.gz,2,11
170,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_268.nii.gz,1,29
171,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_268.nii.gz,2,12
172,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_318.nii.gz,1,50
173,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_318.nii.gz,2,3
174,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_292.nii.gz,1,31
175,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_292.nii.gz,2,14
176,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_200.nii.gz,1,48
177,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_200.nii.gz,2,8
178,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_266.nii.gz,1,31
179,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_266.nii.gz,2,17
180,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_236.nii.gz,1,25
181,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_236.nii.gz,2,8
182,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_148.nii.gz,1,13
183,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_148.nii.gz,2,3
184,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_276.nii.gz,1,44
185,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_276.nii.gz,2,11
186,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_325.nii.gz,1,29
187,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_325.nii.gz,2,8
188,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_138.nii.gz,1,34
189,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_138.nii.gz,2,12
190,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_419.nii.gz,1,21
191,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_419.nii.gz,2,5
192,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_256.nii.gz,1,38
193,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_256.nii.gz,2,8
194,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_258.nii.gz,1,38
195,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_258.nii.gz,2,8
196,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_035.nii.gz,1,26
197,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_035.nii.gz,2,9
198,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_415.nii.gz,1,34
199,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_415.nii.gz,2,27
200,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_310.nii.gz,1,26
201,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_310.nii.gz,2,7
202,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_095.nii.gz,1,32
203,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_095.nii.gz,2,12
204,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_328.nii.gz,1,34
205,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_328.nii.gz,2,4
206,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_231.nii.gz,1,29
207,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_231.nii.gz,2,8
208,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_197.nii.gz,1,23
209,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_197.nii.gz,2,6
210,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_410.nii.gz,1,29
211,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_410.nii.gz,2,9
212,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_330.nii.gz,1,33
213,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_330.nii.gz,2,12
214,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_100.nii.gz,1,30
215,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_100.nii.gz,2,9
216,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_329.nii.gz,1,30
217,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_329.nii.gz,2,12
218,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_360.nii.gz,1,12
219,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_360.nii.gz,2,4
220,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_196.nii.gz,1,26
221,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_196.nii.gz,2,6
222,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_259.nii.gz,1,25
223,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_259.nii.gz,2,9
224,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_405.nii.gz,1,38
225,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_405.nii.gz,2,6
226,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_055.nii.gz,1,37
227,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_055.nii.gz,2,8
228,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_084.nii.gz,1,34
229,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_084.nii.gz,2,7
230,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_217.nii.gz,1,32
231,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_217.nii.gz,2,7
232,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_418.nii.gz,1,20
233,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_418.nii.gz,2,5
234,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_107.nii.gz,1,19
235,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_107.nii.gz,2,6
236,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_398.nii.gz,1,34
237,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_398.nii.gz,2,5
238,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_212.nii.gz,1,35
239,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_212.nii.gz,2,4
240,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_367.nii.gz,1,36
241,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_367.nii.gz,2,9
242,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_147.nii.gz,1,34
243,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_147.nii.gz,2,4
244,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_124.nii.gz,1,33
245,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_124.nii.gz,2,16
246,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_088.nii.gz,1,42
247,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_088.nii.gz,2,16
248,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_400.nii.gz,1,45
249,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_400.nii.gz,2,7
250,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_183.nii.gz,1,24
251,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_183.nii.gz,2,8
252,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_377.nii.gz,1,17
253,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_377.nii.gz,2,12
254,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_046.nii.gz,1,35
255,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_046.nii.gz,2,9
256,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_316.nii.gz,1,29
257,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_316.nii.gz,2,5
258,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_015.nii.gz,1,30
259,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_015.nii.gz,2,8
260,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_391.nii.gz,1,43
261,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_391.nii.gz,2,24
262,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_167.nii.gz,1,34
263,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_167.nii.gz,2,12
264,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_149.nii.gz,1,31
265,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_149.nii.gz,2,8
266,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_215.nii.gz,1,26
267,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_215.nii.gz,2,4
268,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_356.nii.gz,1,16
269,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_356.nii.gz,2,4
270,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_024.nii.gz,1,30
271,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_024.nii.gz,2,14
272,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_283.nii.gz,1,36
273,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_283.nii.gz,2,11
274,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_254.nii.gz,1,37
275,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_254.nii.gz,2,9
276,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_382.nii.gz,1,33
277,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_382.nii.gz,2,4
278,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_386.nii.gz,1,33
279,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_386.nii.gz,2,5
280,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_404.nii.gz,1,37
281,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_404.nii.gz,2,6
282,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_393.nii.gz,1,39
283,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_393.nii.gz,2,9
284,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_412.nii.gz,1,30
285,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_412.nii.gz,2,9
286,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_290.nii.gz,1,34
287,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_290.nii.gz,2,8
288,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_187.nii.gz,1,40
289,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_187.nii.gz,2,13
290,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_261.nii.gz,1,28
291,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_261.nii.gz,2,11
292,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_098.nii.gz,1,39
293,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_098.nii.gz,2,21
294,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_303.nii.gz,1,35
295,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_303.nii.gz,2,7
296,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_012.nii.gz,1,28
297,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_012.nii.gz,2,14
298,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_361.nii.gz,1,18
299,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_361.nii.gz,2,3
300,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_043.nii.gz,1,21
301,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_043.nii.gz,2,6
302,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_357.nii.gz,1,14
303,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_357.nii.gz,2,3
304,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_204.nii.gz,1,24
305,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_204.nii.gz,2,11
306,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_083.nii.gz,1,42
307,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_083.nii.gz,2,10
308,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_091.nii.gz,1,26
309,Task07_Pancreas,Task07_Pancreas/labelsTr/pancreas_091.nii.gz,2,12
